conflict_name,start_year,end_year,theater,operation_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,conference_or_treaty,key_leader,equipment_focus,notes
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Expeditionary,1150.4,605.98,2899.95,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Battle of Britain,Japan,Axis,Belligerent,419.88,117.56,1308.73,Atlantic,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,D-Day,Germany,Axis,Naval,1274.45,187.98,4212.32,European,Allied Victory,Tehran Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,North Africa,D-Day,Soviet Union,Allies,Expeditionary,867.18,908.41,4918.35,North Africa,Allied Victory,Yalta Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,Midway,United Kingdom,Allies,Support,1423.98,492.88,1291.79,Asia,Allied Victory,United Nations Charter,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,D-Day,United States,Allies,Belligerent,1284.44,135.62,1545.6,European,Allied Victory,Yalta Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,D-Day,Italy,Axis,Air,565.58,538.46,2946.62,Pacific,Allied Victory,Yalta Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Barbarossa,Italy,Axis,Support,810.9,1094.21,2893.33,European,Allied Victory,Armistice,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Stalingrad,Italy,Axis,Expeditionary,573.42,46.92,1105.61,Eastern Front,Allied Victory,Potsdam Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,Midway,United Kingdom,Allies,Expeditionary,289.92,1017.59,4510.12,North Africa,Allied Victory,Tehran Conference,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Okinawa,Japan,Axis,Air,491.9,558.17,2117.47,Atlantic,Allied Victory,United Nations Charter,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,D-Day,Canada,Allies,Belligerent,442.5,661.42,2350.1,European,Allied Victory,Potsdam Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Okinawa,Poland,Allies,Support,61.38,108.74,4550.96,Asia,Allied Victory,Armistice,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Okinawa,Soviet Union,Allies,Air,136.54,487.83,3555.13,Asia,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,D-Day,China,Allies,Air,171.83,166.44,3413.41,European,Allied Victory,Armistice,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Midway,Soviet Union,Allies,Support,225.9,265.33,1256.57,Eastern Front,Allied Victory,Potsdam Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Midway,France,Allies,Support,957.15,230.93,2295.51,Pacific,Allied Victory,Potsdam Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Barbarossa,Japan,Axis,Support,1427.15,12.05,2141.05,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,El Alamein,United Kingdom,Allies,Support,1492.01,97.39,4312.14,Eastern Front,Allied Victory,Tehran Conference,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Asia,D-Day,Poland,Allies,Belligerent,30.47,932.42,3428.31,Asia,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Okinawa,Poland,Allies,Support,1153.61,425.85,749.67,Atlantic,Allied Victory,Armistice,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Midway,Germany,Axis,Air,1061.48,288.35,966.53,Atlantic,Allied Victory,Potsdam Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Okinawa,Canada,Allies,Belligerent,904.5,1016.46,2176.81,Asia,Allied Victory,Tehran Conference,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Battle of Britain,Italy,Axis,Belligerent,911.28,1186.63,1651.32,Pacific,Allied Victory,Armistice,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,D-Day,United Kingdom,Allies,Belligerent,368.31,90.96,1451.78,Pacific,Allied Victory,Potsdam Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,El Alamein,China,Allies,Naval,1005.22,973.61,4405.19,European,Allied Victory,Potsdam Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Midway,Poland,Allies,Expeditionary,1352.04,816.04,470.82,Atlantic,Allied Victory,United Nations Charter,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,El Alamein,United States,Allies,Air,1187.54,875.02,561.29,North Africa,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,D-Day,Italy,Axis,Belligerent,1090.72,681.32,2726.59,Eastern Front,Allied Victory,United Nations Charter,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Battle of Britain,Germany,Axis,Belligerent,1355.78,1068.76,1540.54,Eastern Front,Allied Victory,United Nations Charter,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Stalingrad,Japan,Axis,Expeditionary,1483.75,732.69,3904.27,Pacific,Allied Victory,Armistice,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Barbarossa,Germany,Axis,Support,218.13,500.1,2710.61,Eastern Front,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Okinawa,United Kingdom,Allies,Expeditionary,1488.06,1165.55,1238.48,North Africa,Allied Victory,Armistice,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,D-Day,United States,Allies,Naval,530.49,237.37,2494.21,Asia,Allied Victory,United Nations Charter,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,El Alamein,China,Allies,Belligerent,123.14,1156.78,2381.82,Atlantic,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,El Alamein,United States,Allies,Expeditionary,790.63,71.91,957.94,North Africa,Allied Victory,Potsdam Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,European,El Alamein,Japan,Axis,Air,312.0,1008.35,3287.24,European,Allied Victory,Armistice,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Stalingrad,Germany,Axis,Expeditionary,1430.76,180.86,4334.99,European,Allied Victory,Yalta Conference,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Battle of Britain,Poland,Allies,Support,1365.03,343.83,3579.7,European,Allied Victory,Tehran Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Midway,United Kingdom,Allies,Belligerent,598.76,137.57,4698.85,Asia,Allied Victory,United Nations Charter,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Stalingrad,United Kingdom,Allies,Naval,74.91,347.27,573.57,Atlantic,Allied Victory,Yalta Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,El Alamein,France,Allies,Air,302.29,441.14,1126.69,North Africa,Allied Victory,Yalta Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Midway,Soviet Union,Allies,Expeditionary,842.79,907.44,245.07,Eastern Front,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,El Alamein,Italy,Axis,Expeditionary,1424.63,853.66,2932.33,North Africa,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Stalingrad,United States,Allies,Belligerent,292.9,587.08,3050.15,North Africa,Allied Victory,Armistice,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Iwo Jima,Canada,Allies,Expeditionary,1461.48,615.77,4148.95,European,Allied Victory,Armistice,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Midway,Germany,Axis,Air,293.03,981.4,4311.07,North Africa,Allied Victory,Yalta Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Battle of Britain,United Kingdom,Allies,Expeditionary,40.52,618.86,4436.51,Pacific,Allied Victory,United Nations Charter,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,D-Day,Poland,Allies,Air,778.01,504.78,3189.29,European,Allied Victory,Potsdam Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Midway,China,Allies,Air,1491.3,168.42,4685.57,North Africa,Allied Victory,Potsdam Conference,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Okinawa,United Kingdom,Allies,Support,756.64,439.15,824.97,Asia,Allied Victory,United Nations Charter,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Midway,United Kingdom,Allies,Support,1465.02,504.33,4009.27,Asia,Allied Victory,Yalta Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Okinawa,Soviet Union,Allies,Air,1009.72,925.13,2997.77,Atlantic,Allied Victory,Yalta Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Midway,China,Allies,Belligerent,164.84,603.08,1913.75,European,Allied Victory,Yalta Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Battle of Britain,Germany,Axis,Air,119.38,556.53,1071.88,European,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,Iwo Jima,Germany,Axis,Air,773.67,76.79,3194.15,Asia,Allied Victory,Tehran Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Stalingrad,China,Allies,Naval,509.09,1145.56,3612.23,Pacific,Allied Victory,Tehran Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Battle of Britain,Canada,Allies,Belligerent,584.16,275.75,4831.77,Asia,Allied Victory,Tehran Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Battle of Britain,Germany,Axis,Support,91.82,1097.6,791.1,Eastern Front,Allied Victory,United Nations Charter,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Midway,China,Allies,Belligerent,811.85,380.2,4002.97,Atlantic,Allied Victory,Potsdam Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,El Alamein,Canada,Allies,Air,87.67,761.32,4365.31,Atlantic,Allied Victory,Potsdam Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,El Alamein,China,Allies,Expeditionary,485.93,215.33,3551.28,Eastern Front,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,D-Day,United Kingdom,Allies,Support,799.8,920.36,787.85,Atlantic,Allied Victory,Armistice,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,El Alamein,Italy,Axis,Air,1202.32,382.65,2033.12,North Africa,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Iwo Jima,United Kingdom,Allies,Air,648.42,404.09,605.8,Pacific,Allied Victory,Yalta Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,El Alamein,United States,Allies,Belligerent,951.26,1118.71,1041.52,Eastern Front,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Battle of Britain,Germany,Axis,Belligerent,185.18,183.51,3596.17,Eastern Front,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,Stalingrad,United States,Allies,Belligerent,1068.76,127.53,2540.94,Atlantic,Allied Victory,Tehran Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Midway,Canada,Allies,Support,912.6,1049.48,248.53,Atlantic,Allied Victory,Yalta Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,D-Day,United States,Allies,Air,587.58,168.68,2263.0,Asia,Allied Victory,Armistice,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,El Alamein,Canada,Allies,Belligerent,433.76,338.23,2146.91,Eastern Front,Allied Victory,Armistice,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Okinawa,Poland,Allies,Belligerent,717.76,193.57,671.59,Pacific,Allied Victory,Tehran Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,D-Day,Soviet Union,Allies,Expeditionary,1346.07,649.7,3326.24,North Africa,Allied Victory,Tehran Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,D-Day,Italy,Axis,Expeditionary,551.2,632.39,1735.7,Atlantic,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Battle of Britain,Italy,Axis,Naval,1469.4,832.19,2846.81,Eastern Front,Allied Victory,Tehran Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Barbarossa,Italy,Axis,Belligerent,1394.72,1107.92,1848.49,Eastern Front,Allied Victory,Armistice,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Midway,China,Allies,Support,640.09,475.58,3941.9,Asia,Allied Victory,Potsdam Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Okinawa,Soviet Union,Allies,Belligerent,1372.37,101.22,4295.4,European,Allied Victory,Potsdam Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Midway,United States,Allies,Naval,1250.29,1064.91,1145.91,European,Allied Victory,Armistice,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,D-Day,Poland,Allies,Air,1338.04,1082.61,1586.78,Pacific,Allied Victory,Tehran Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Okinawa,Canada,Allies,Naval,521.32,743.14,3964.0,Pacific,Allied Victory,Tehran Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Okinawa,Japan,Axis,Support,421.95,817.01,4452.02,Asia,Allied Victory,United Nations Charter,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Iwo Jima,Italy,Axis,Belligerent,217.2,52.41,2608.43,North Africa,Allied Victory,Tehran Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Battle of Britain,Japan,Axis,Belligerent,757.9,999.69,647.17,Pacific,Allied Victory,Yalta Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Midway,Italy,Axis,Support,55.06,551.97,411.02,Atlantic,Allied Victory,United Nations Charter,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,El Alamein,Poland,Allies,Belligerent,1292.96,443.26,1048.58,North Africa,Allied Victory,Yalta Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,Midway,China,Allies,Support,1010.77,504.31,3822.58,European,Allied Victory,Tehran Conference,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Battle of Britain,United Kingdom,Allies,Naval,1162.45,822.82,2897.13,North Africa,Allied Victory,United Nations Charter,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Battle of Britain,France,Allies,Belligerent,519.11,1155.99,4697.2,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Midway,China,Allies,Air,208.73,533.24,360.56,Asia,Allied Victory,Armistice,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Stalingrad,United Kingdom,Allies,Support,500.4,185.25,2388.64,North Africa,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,El Alamein,Canada,Allies,Support,1264.04,923.22,1776.28,European,Allied Victory,United Nations Charter,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Iwo Jima,Canada,Allies,Expeditionary,824.27,967.32,3615.36,North Africa,Allied Victory,Tehran Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,D-Day,Germany,Axis,Air,95.79,1068.05,2623.65,European,Allied Victory,Tehran Conference,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Midway,China,Allies,Air,1114.35,405.72,2951.14,North Africa,Allied Victory,United Nations Charter,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Midway,Italy,Axis,Naval,988.68,348.85,1799.46,Asia,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Midway,Italy,Axis,Belligerent,786.92,917.02,2064.36,Asia,Allied Victory,Armistice,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,El Alamein,Germany,Axis,Belligerent,48.61,41.92,185.8,North Africa,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,El Alamein,Japan,Axis,Naval,1.72,668.3,1060.92,Asia,Allied Victory,Armistice,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,D-Day,United States,Allies,Air,1017.39,701.55,3406.06,Atlantic,Allied Victory,Potsdam Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Barbarossa,Italy,Axis,Belligerent,396.56,952.43,3142.44,Atlantic,Allied Victory,Yalta Conference,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Midway,Germany,Axis,Expeditionary,1437.59,1055.64,2478.98,Asia,Allied Victory,Armistice,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,El Alamein,Canada,Allies,Naval,235.2,454.83,3670.35,Pacific,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Midway,China,Allies,Naval,1322.0,1089.08,4653.76,Pacific,Allied Victory,United Nations Charter,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Iwo Jima,Soviet Union,Allies,Naval,272.3,874.71,353.78,European,Allied Victory,Armistice,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Barbarossa,Canada,Allies,Expeditionary,1073.68,652.39,2120.94,Atlantic,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Battle of Britain,Italy,Axis,Air,877.43,1066.42,3308.08,Eastern Front,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,D-Day,Canada,Allies,Support,849.43,121.22,3362.04,Pacific,Allied Victory,United Nations Charter,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,El Alamein,United Kingdom,Allies,Naval,1463.62,277.64,3281.5,European,Allied Victory,Potsdam Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Battle of Britain,Canada,Allies,Belligerent,1235.8,1058.9,2334.92,Pacific,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Stalingrad,Poland,Allies,Naval,1424.5,1018.83,987.06,European,Allied Victory,Armistice,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Midway,China,Allies,Support,640.59,940.92,696.62,Pacific,Allied Victory,Armistice,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,D-Day,Soviet Union,Allies,Expeditionary,806.79,792.9,1206.62,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,Iwo Jima,Germany,Axis,Belligerent,1387.49,965.61,2684.79,Atlantic,Allied Victory,Tehran Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Okinawa,France,Allies,Air,364.51,924.69,3085.96,North Africa,Allied Victory,United Nations Charter,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,El Alamein,Poland,Allies,Expeditionary,530.64,178.39,945.57,European,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Okinawa,Canada,Allies,Support,808.54,266.06,4087.18,European,Allied Victory,United Nations Charter,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,Battle of Britain,France,Allies,Naval,1215.5,853.79,2933.19,North Africa,Allied Victory,Potsdam Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Barbarossa,United States,Allies,Naval,279.83,669.45,3032.13,Eastern Front,Allied Victory,Yalta Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Okinawa,China,Allies,Air,803.35,901.01,3042.73,European,Allied Victory,United Nations Charter,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Battle of Britain,United States,Allies,Belligerent,849.16,339.47,3422.5,Pacific,Allied Victory,Yalta Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,Barbarossa,France,Allies,Air,687.5,613.53,1807.13,Atlantic,Allied Victory,Potsdam Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Stalingrad,France,Allies,Belligerent,401.31,398.48,3803.48,North Africa,Allied Victory,Tehran Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,D-Day,Soviet Union,Allies,Expeditionary,164.77,213.08,2138.2,Atlantic,Allied Victory,Yalta Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
